AMP releases 'A Molecular Diagnostic Perfect Storm' paper (Eurekalert),http://news.feedzilla.com/en_us/stories/science/414517506?client_source=api&format=json,"Health care providers -- those developing and delivering innovative diagnostic
tests -- along with patients, who are the ultimate intended beneficiaries, are
caught in the middle of policies imposed by FDA and CMS.

"
Active Sun At Birth Cut Historical Lifespans (Scientific American),http://news.feedzilla.com/en_us/stories/science/414757600?client_source=api&format=json,"High UV radiation during solar maxima may have degraded expectant mothers'
stores of folate, a vitamin essential to development. Christopher Intagliata
reports.


-- Read more on ScientificAmerican.com

"
Ask Slashdot: Options For Cheap Home Automation?,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/TiDrkUpkItc/story01.htm,"New submitter goose-incarnated writes I'm looking at cheap and simple home automation. Unfortunately I'm not too clued up on what my options are. There are such a wide array of choices, none of which seem (to me) to be either cheap or simple. I'd like to: Turn switches on/off (lights, wall sockets, general relays, etc); Read the status of on/off switches; Read analog samples (for example, temperature sensors); 'Program' switches based on analog samples/existing switches (for example, program a relay to come on at 30C and go off at 25C, thereby controlling the temperature); Similarly, program switches to go on/off at certain times; Record the samples of analog or digital inputs for a given time . I'd like to do the above using smartphone+bluetooth (for when I'm in the vicinity of the room), or smartdevice+WiFi (for when I'm in the house, somewhere), or even in a pinch, using HTTP to access a server at home from 600km away (which is what I'm willing to do). I'm definitely not willing to stream all my requests/data/responses through a third-party so third party cloud subscription solutions, even if free, are out of the question. Finally (because I know the Slashdot crowd likes a challenge :-)), I'd like something that is easily reprogrammable without having to compile code, then reflash a device, etc. What languages for embedded devices exist for home automation programming, if any. A quick google search reveals nothing specially made for end-users to reprogram their devices, but, like I said above, I'm clueless about options.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Ask+Slashdot%3A+Options+For+Cheap+Home+Automation%3F%3A+http%3A%2F%2Fbit.ly%2F1sdxHiH""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fhardware.slashdot.org%2Fstory%2F15%2F01%2F09%2F1613229%2Fask-slashdot-options-for-cheap-home-automation%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://hardware.slashdot.org/story/15/01/09/1613229/ask-slashdot-options-for-cheap-home-automation?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://hardware.slashdot.org/story/15/01/09/1613229/ask-slashdot-options-for-cheap-home-automation?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6687247&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/422a010f/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/216443641292/u/49/f/647410/c/35028/s/422a010f/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443641292/u/49/f/647410/c/35028/s/422a010f/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/216443641292/u/49/f/647410/c/35028/s/422a010f/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443641292/u/49/f/647410/c/35028/s/422a010f/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/216443641292/u/49/f/647410/c/35028/s/422a010f/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443641292/u/49/f/647410/c/35028/s/422a010f/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/216443641292/u/49/f/647410/c/35028/s/422a010f/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/216443641292/u/49/f/647410/c/35028/s/422a010f/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/216443641292/u/49/f/647410/c/35028/s/422a010f/sc/4/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/TiDrkUpkItc"" height=""1"" width=""1"" alt=""""/>"
Asus Wireless Routers Can Be Exploited By Anyone Inside the Network,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/MvR1-pk-pZA/story01.htm,"An anonymous reader writes A currently unpatched bug in ASUS wireless routers has been discovered whereby users inside a network can gain full administrative control, according to recent research conducted by security firm Accuvant. Although the flaw does not allow access to external hackers, anyone within the network can take administrative control and reroute users to malicious websites, as well as holding the ability to install malicious software. The vulnerability stems from a poorly coded service, infosvr, which is used by ASUS to facilitate router configuration by automatically monitoring the local area network (LAN) and identifying other connected routers. Infosvr runs with root privileges and contains an unauthenticated command execution vulnerability, in turn permitting anyone connected to the LAN to gain control by sending a user datagram protocol (UDP) package to the router. In relevant part: The block starts off by excluding a couple of OpCode values, which presumably do not require authentication by design. Then, it calls the memcpy and suspiciously checks the return value against zero. This is highly indicative that the author intended to use memcmp instead. That said, even if this check was implemented properly, knowing the device&rsquo;s MAC address is hardly sufficient authentication,&rdquo; said Drake. Here are the technical details at GitHub.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Asus+Wireless+Routers+Can+Be+Exploited+By+Anyone+Inside+the+Network%3A+http%3A%2F%2Fbit.ly%2F1yJP1OD""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fit.slashdot.org%2Fstory%2F15%2F01%2F09%2F1349229%2Fasus-wireless-routers-can-be-exploited-by-anyone-inside-the-network%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://it.slashdot.org/story/15/01/09/1349229/asus-wireless-routers-can-be-exploited-by-anyone-inside-the-network?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://it.slashdot.org/story/15/01/09/1349229/asus-wireless-routers-can-be-exploited-by-anyone-inside-the-network?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6686569&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/42299851/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/216443656712/u/49/f/647410/c/35028/s/42299851/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443656712/u/49/f/647410/c/35028/s/42299851/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/216443656712/u/49/f/647410/c/35028/s/42299851/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443656712/u/49/f/647410/c/35028/s/42299851/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/216443656712/u/49/f/647410/c/35028/s/42299851/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443656712/u/49/f/647410/c/35028/s/42299851/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/216443656712/u/49/f/647410/c/35028/s/42299851/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/216443656712/u/49/f/647410/c/35028/s/42299851/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/216443656712/u/49/f/647410/c/35028/s/42299851/sc/4/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/MvR1-pk-pZA"" height=""1"" width=""1"" alt=""""/>"
"CES 2015: WakaWaka Sheds Light On Technology, Profit, and Philanthropy (Video)",http://rss.slashdot.org/~r/Slashdot/slashdot/~3/BUefMb6hNaQ/story01.htm,"Camille van Gestel and co-founder Maurits Groen started solar-centric manufacturer WakaWaka with an explicit aim other than making money, though he's certainly not opposed to making some along the way. So it's not a non-profit, but van Gestel calls WakaWaka, which was named in a roundabout way after the Shakira song, a ""purpose-driven company,"" with that purpose being -- no exaggeration needed -- to cast light on the world. They're doing just that, with the aid of recycled materials, low-power LEDs, and efficient solar cells. As a result, one of the portable light products that the group has created has become one of the most valued possessions among people displaced by the war in Syria, and more are lighting up villages in Haiti and elsewhere. I talked with Van Gestel at this year's CES, where the company's picked up a pair of CES Innovation Awards, and he has some advice for people who'd like to turn their technical skills to philanthropic endeavors, especially ones that involve hardware or technical infrastructure. Some of it can be summed up as ""Spread the wealth, but don't do it for free."" Between ongoing feedback gathered from users, a buy-one-give-one style distribution system, and requiring participation by recipients, he says WakaWaka has been able to reach people with their solar lighting products in a way that's much more valuable than just dumping hardware on them, and along the way has gotten a lot of feedback from the buyers whose purchases subsidize the company's non-profit activities. (Alternate Video Link.)<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=CES+2015%3A+WakaWaka+Sheds+Light+On+Technology%2C+Profit%2C+and+Philanthropy+(Video)%3A+http%3A%2F%2Fbit.ly%2F1tTskXd""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fhardware.slashdot.org%2Fstory%2F15%2F01%2F09%2F156252%2Fces-2015-wakawaka-sheds-light-on-technology-profit-and-philanthropy-video%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://hardware.slashdot.org/story/15/01/09/156252/ces-2015-wakawaka-sheds-light-on-technology-profit-and-philanthropy-video?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://hardware.slashdot.org/story/15/01/09/156252/ces-2015-wakawaka-sheds-light-on-technology-profit-and-philanthropy-video?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6686945&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/422ac8be/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/216443663094/u/49/f/647410/c/35028/s/422ac8be/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443663094/u/49/f/647410/c/35028/s/422ac8be/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/216443663094/u/49/f/647410/c/35028/s/422ac8be/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443663094/u/49/f/647410/c/35028/s/422ac8be/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/216443663094/u/49/f/647410/c/35028/s/422ac8be/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443663094/u/49/f/647410/c/35028/s/422ac8be/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/216443663094/u/49/f/647410/c/35028/s/422ac8be/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/216443663094/u/49/f/647410/c/35028/s/422ac8be/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/216443663094/u/49/f/647410/c/35028/s/422ac8be/sc/4/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/BUefMb6hNaQ"" height=""1"" width=""1"" alt=""""/>"
Call Goes Out for Mittens for Koalas with Burned Paws (Discovery),http://news.feedzilla.com/en_us/stories/science/414674041?client_source=api&format=json,"The slow-moving creatures have fallen victim to the recent bushfires in
Australia.

"
Celebrating the Next Generation of Bird Watchers [Guest Post] (Discover Magazine),http://news.feedzilla.com/en_us/stories/science/414670739?client_source=api&format=json,"This guest post by Sharman Apt Russel describes a citizen science experience
with the children in her daughter's third-grade clsasroom. the project,
Celebrate Urban Birds was one of our Top 14 Projects of 2014. Check out the
rest of the projects on that list here. Celebrate Urban Birds is also one of
more than 800 citizen science projects on SciStarter. Use our project finder
to find one that fits your interests! Public school teachers have always been
my heroes. When I first began to res

"
Closure On the Linux Lockup Bug,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/xB-eZCmS434/story01.htm,"jones_supa writes: Dave Jones from Red Hat has written a wrap-up of the strange bug that has made some machines running Linux to freeze. (Previous discussion.) Right down to his final week at Red Hat before Dave gave all his hardware back, Linus Torvalds managed to reproduce similar symptoms, by scribbling directly to the HPET timer. He came up with a hack that at least made the kernel survive for him. When Dave tried the same patch, the machine ran for three days before he interrupted it, which was a promising result. The question remains, what was scribbling over the HPET in his case? The only two plausible scenarios Dave could think of were that Trinity generated 0xFED000F0 as a random address and passed that to a syscall which wrote to it, or a hardware bug. That's where the story ends for now. Linus' hacky workaround didn't get committed, but him and John Stultz continue to back and forth on hardening the clock management code in the face of screwed up hardware, so maybe soon we'll see something real get committed on that area.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Closure+On+the+Linux+Lockup+Bug%3A+http%3A%2F%2Fbit.ly%2F1BQxWQG""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Flinux.slashdot.org%2Fstory%2F15%2F01%2F10%2F0114250%2Fclosure-on-the-linux-lockup-bug%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://linux.slashdot.org/story/15/01/10/0114250/closure-on-the-linux-lockup-bug?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://linux.slashdot.org/story/15/01/10/0114250/closure-on-the-linux-lockup-bug?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6689053&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/422c98ed/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/216443669843/u/49/f/647410/c/35028/s/422c98ed/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443669843/u/49/f/647410/c/35028/s/422c98ed/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/216443669843/u/49/f/647410/c/35028/s/422c98ed/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443669843/u/49/f/647410/c/35028/s/422c98ed/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/216443669843/u/49/f/647410/c/35028/s/422c98ed/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/216443669843/u/49/f/647410/c/35028/s/422c98ed/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/216443669843/u/49/f/647410/c/35028/s/422c98ed/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/216443669843/u/49/f/647410/c/35028/s/422c98ed/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/216443669843/u/49/f/647410/c/35028/s/422c98ed/sc/4/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/xB-eZCmS434"" height=""1"" width=""1"" alt=""""/>"
Diaper Material Brings Nanoscale Resolution to Ordinary Microscopes (Scientific American),http://news.feedzilla.com/en_us/stories/science/414724967?client_source=api&format=json,"Absorbent makes brain tissue bigger, enabling optical microscopes to resolve
features down to 60 nanometers


-- Read more on ScientificAmerican.com

"
